,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,name,red,green,blue,red_edge,nir,field,date,class,season,crop,soil,path,binary_class,dataset_type
1636,5128,5128,5128,IMG_0091_,IMG_0091_3_4_0058SET_registered.tif,IMG_0091_2_4_0058SET_registered.tif,IMG_0091_1_4_0058SET_registered.tif,IMG_0091_5_4_0058SET_registered.tif,IMG_0091_4_4_0058SET_registered.tif,Field104,2021-05-25,no_blackgrass,late,winter_wheat,type7,../data/Field104/2021-05-25/no_blackgrass,no_blackgrass,train
2593,8538,8538,8538,IMG_0038_,IMG_0038_3_0164SET_registered.tif,IMG_0038_2_0164SET_registered.tif,IMG_0038_1_0164SET_registered.tif,IMG_0038_5_0164SET_registered.tif,IMG_0038_4_0164SET_registered.tif,Field23,2020-11-11,no_blackgrass,early,winter_wheat,type7,../data/Field23/2020-11-11/no_blackgrass,no_blackgrass,train
2596,189,189,189,IMG_0023_,IMG_0023_3_0231SET_registered.tif,IMG_0023_2_0231SET_registered.tif,IMG_0023_1_0231SET_registered.tif,IMG_0023_5_0231SET_registered.tif,IMG_0023_4_0231SET_registered.tif,Field43,2020-12-14,no_blackgrass,early,winter_wheat,type6,../data/Field43/2020-12-14/no_blackgrass,no_blackgrass,train
2905,13447,13447,13447,IMG_0005_,IMG_0005_3_3_0045SET_registered.tif,IMG_0005_2_3_0045SET_registered.tif,IMG_0005_1_3_0045SET_registered.tif,IMG_0005_5_3_0045SET_registered.tif,IMG_0005_4_3_0045SET_registered.tif,Field42,2021-04-15(HELDOUTDATASET),no_blackgrass,mid,winter_wheat,type3,../data/Field42/2021-04-15(HELDOUTDATASET)/no_blackgrass,no_blackgrass,train
1778,12692,12692,12692,IMG_0034_,IMG_0034_3_4_0087SET_registered.tif,IMG_0034_2_4_0087SET_registered.tif,IMG_0034_1_4_0087SET_registered.tif,IMG_0034_5_4_0087SET_registered.tif,IMG_0034_4_4_0087SET_registered.tif,Field109,2021-06-03,no_blackgrass,late,winter_wheat,type7,../data/Field109/2021-06-03/no_blackgrass,no_blackgrass,train
2272,15749,15749,15749,IMG_0079_,IMG_0079_3_3_0034SET_registered.tif,IMG_0079_2_3_0034SET_registered.tif,IMG_0079_1_3_0034SET_registered.tif,IMG_0079_5_3_0034SET_registered.tif,IMG_0079_4_3_0034SET_registered.tif,Field88,2021-03-25(HELDOUTDATASET),no_blackgrass,mid,winter_wheat,type7,../data/Field88/2021-03-25(HELDOUTDATASET)/no_blackgrass,no_blackgrass,train
1979,13753,13753,13753,IMG_0065_,IMG_0065_3_0229SET_registered.tif,IMG_0065_2_0229SET_registered.tif,IMG_0065_1_0229SET_registered.tif,IMG_0065_5_0229SET_registered.tif,IMG_0065_4_0229SET_registered.tif,Field42,2020-12-14,no_blackgrass,early,winter_wheat,type3,../data/Field42/2020-12-14/no_blackgrass,no_blackgrass,train
2010,11915,11915,11915,IMG_0003_,IMG_0003_3_2_0013SET_registered.tif,IMG_0003_2_2_0013SET_registered.tif,IMG_0003_1_2_0013SET_registered.tif,IMG_0003_5_2_0013SET_registered.tif,IMG_0003_4_2_0013SET_registered.tif,Field50,2021-01-18,no_blackgrass,early,winter_barley,type1,../data/Field50/2021-01-18/no_blackgrass,no_blackgrass,train
2779,8050,8050,8050,IMG_0035_,IMG_0035_3_0150SET_registered.tif,IMG_0035_2_0150SET_registered.tif,IMG_0035_1_0150SET_registered.tif,IMG_0035_5_0150SET_registered.tif,IMG_0035_4_0150SET_registered.tif,Field17,2020-11-05,no_blackgrass,early,winter_wheat,type7,../data/Field17/2020-11-05/no_blackgrass,no_blackgrass,train
1857,6103,6103,6103,IMG_0097_,IMG_0097_3_4_0078SET_registered.tif,IMG_0097_2_4_0078SET_registered.tif,IMG_0097_1_4_0078SET_registered.tif,IMG_0097_5_4_0078SET_registered.tif,IMG_0097_4_4_0078SET_registered.tif,Field38,2021-05-27,no_blackgrass,late,winter_wheat,type7,../data/Field38/2021-05-27/no_blackgrass,no_blackgrass,train
2136,81,81,81,IMG_0034_,IMG_0034_3_3_0050SET_registered.tif,IMG_0034_2_3_0050SET_registered.tif,IMG_0034_1_3_0050SET_registered.tif,IMG_0034_5_3_0050SET_registered.tif,IMG_0034_4_3_0050SET_registered.tif,Field43,2021-04-15(HELDOUTDATASET),no_blackgrass,mid,winter_wheat,type6,../data/Field43/2021-04-15(HELDOUTDATASET)/no_blackgrass,no_blackgrass,train
2263,3896,3896,3896,IMG_0004_,IMG_0004_3_4_0083SET_registered.tif,IMG_0004_2_4_0083SET_registered.tif,IMG_0004_1_4_0083SET_registered.tif,IMG_0004_5_4_0083SET_registered.tif,IMG_0004_4_4_0083SET_registered.tif,Field39,2021-05-27,no_blackgrass,late,winter_wheat,type7,../data/Field39/2021-05-27/no_blackgrass,no_blackgrass,train
2523,6112,6112,6112,IMG_0040_,IMG_0040_3_4_0078SET_registered.tif,IMG_0040_2_4_0078SET_registered.tif,IMG_0040_1_4_0078SET_registered.tif,IMG_0040_5_4_0078SET_registered.tif,IMG_0040_4_4_0078SET_registered.tif,Field38,2021-05-27,no_blackgrass,late,winter_wheat,type7,../data/Field38/2021-05-27/no_blackgrass,no_blackgrass,train
2872,10235,10235,10235,IMG_0093_,IMG_0093_3_4_0097SET_registered.tif,IMG_0093_2_4_0097SET_registered.tif,IMG_0093_1_4_0097SET_registered.tif,IMG_0093_5_4_0097SET_registered.tif,IMG_0093_4_4_0097SET_registered.tif,Field94,2021-06-08,no_blackgrass,springcrop_mid,spring_barley,type8,../data/Field94/2021-06-08/no_blackgrass,no_blackgrass,train
1946,13503,13503,13503,IMG_0070_,IMG_0070_3_3_0045SET_registered.tif,IMG_0070_2_3_0045SET_registered.tif,IMG_0070_1_3_0045SET_registered.tif,IMG_0070_5_3_0045SET_registered.tif,IMG_0070_4_3_0045SET_registered.tif,Field42,2021-04-15(HELDOUTDATASET),no_blackgrass,mid,winter_wheat,type3,../data/Field42/2021-04-15(HELDOUTDATASET)/no_blackgrass,no_blackgrass,train
1455,8741,8741,8741,IMG_0034_,IMG_0034_3_3_0188SET_registered.tif,IMG_0034_2_3_0188SET_registered.tif,IMG_0034_1_3_0188SET_registered.tif,IMG_0034_5_3_0188SET_registered.tif,IMG_0034_4_3_0188SET_registered.tif,Field23,2021-05-12,no_blackgrass,late,winter_wheat,type7,../data/Field23/2021-05-12/no_blackgrass,no_blackgrass,train
2504,7846,7846,7846,IMG_0069_,IMG_0069_3_2_0101SET_registered.tif,IMG_0069_2_2_0101SET_registered.tif,IMG_0069_1_2_0101SET_registered.tif,IMG_0069_5_2_0101SET_registered.tif,IMG_0069_4_2_0101SET_registered.tif,Field17,2021-02-16,no_blackgrass,mid,winter_wheat,type7,../data/Field17/2021-02-16/no_blackgrass,no_blackgrass,train
1782,8067,8067,8067,IMG_0017_,IMG_0017_3_0150SET_registered.tif,IMG_0017_2_0150SET_registered.tif,IMG_0017_1_0150SET_registered.tif,IMG_0017_5_0150SET_registered.tif,IMG_0017_4_0150SET_registered.tif,Field17,2020-11-05,no_blackgrass,early,winter_wheat,type7,../data/Field17/2020-11-05/no_blackgrass,no_blackgrass,train
2621,3642,3642,3642,IMG_0059_,IMG_0059_3_0210SET_registered.tif,IMG_0059_2_0210SET_registered.tif,IMG_0059_1_0210SET_registered.tif,IMG_0059_5_0210SET_registered.tif,IMG_0059_4_0210SET_registered.tif,Field39,2020-11-26,no_blackgrass,early,winter_wheat,type7,../data/Field39/2020-11-26/no_blackgrass,no_blackgrass,train
2224,5927,5927,5927,IMG_0109_,IMG_0109_3_2_0151SET_registered.tif,IMG_0109_2_2_0151SET_registered.tif,IMG_0109_1_2_0151SET_registered.tif,IMG_0109_5_2_0151SET_registered.tif,IMG_0109_4_2_0151SET_registered.tif,Field37,2021-03-12,no_blackgrass,mid,winter_barley,type4,../data/Field37/2021-03-12/no_blackgrass,no_blackgrass,train
2411,2551,2551,2551,IMG_0094_,IMG_0094_3_2_0150SET_registered.tif,IMG_0094_2_2_0150SET_registered.tif,IMG_0094_1_2_0150SET_registered.tif,IMG_0094_5_2_0150SET_registered.tif,IMG_0094_4_2_0150SET_registered.tif,Field35,2021-03-12,no_blackgrass,mid,winter_barley,type4,../data/Field35/2021-03-12/no_blackgrass,no_blackgrass,train
2502,15741,15741,15741,IMG_0077_,IMG_0077_3_3_0034SET_registered.tif,IMG_0077_2_3_0034SET_registered.tif,IMG_0077_1_3_0034SET_registered.tif,IMG_0077_5_3_0034SET_registered.tif,IMG_0077_4_3_0034SET_registered.tif,Field88,2021-03-25(HELDOUTDATASET),no_blackgrass,mid,winter_wheat,type7,../data/Field88/2021-03-25(HELDOUTDATASET)/no_blackgrass,no_blackgrass,train
1517,13501,13501,13501,IMG_0089_,IMG_0089_3_3_0045SET_registered.tif,IMG_0089_2_3_0045SET_registered.tif,IMG_0089_1_3_0045SET_registered.tif,IMG_0089_5_3_0045SET_registered.tif,IMG_0089_4_3_0045SET_registered.tif,Field42,2021-04-15(HELDOUTDATASET),no_blackgrass,mid,winter_wheat,type3,../data/Field42/2021-04-15(HELDOUTDATASET)/no_blackgrass,no_blackgrass,train
2652,6457,6457,6457,IMG_0059_,IMG_0059_3_3_0000SET_registered.tif,IMG_0059_2_3_0000SET_registered.tif,IMG_0059_1_3_0000SET_registered.tif,IMG_0059_5_3_0000SET_registered.tif,IMG_0059_4_3_0000SET_registered.tif,Field38,2021-03-17,no_blackgrass,mid,winter_wheat,type7,../data/Field38/2021-03-17/no_blackgrass,no_blackgrass,train
2033,10337,10337,10337,IMG_0100_,IMG_0100_3_3_0121SET_registered.tif,IMG_0100_2_3_0121SET_registered.tif,IMG_0100_1_3_0121SET_registered.tif,IMG_0100_5_3_0121SET_registered.tif,IMG_0100_4_3_0121SET_registered.tif,Field94,2021-04-23,no_blackgrass,springcrop_early,spring_barley,type8,../data/Field94/2021-04-23/no_blackgrass,no_blackgrass,train
1984,8534,8534,8534,IMG_0093_,IMG_0093_3_0164SET_registered.tif,IMG_0093_2_0164SET_registered.tif,IMG_0093_1_0164SET_registered.tif,IMG_0093_5_0164SET_registered.tif,IMG_0093_4_0164SET_registered.tif,Field23,2020-11-11,no_blackgrass,early,winter_wheat,type7,../data/Field23/2020-11-11/no_blackgrass,no_blackgrass,train
2897,14966,14966,14966,IMG_0023_,IMG_0023_3_0213SET_registered.tif,IMG_0023_2_0213SET_registered.tif,IMG_0023_1_0213SET_registered.tif,IMG_0023_5_0213SET_registered.tif,IMG_0023_4_0213SET_registered.tif,Field41,2020-11-26,no_blackgrass,early,winter_wheat,type7,../data/Field41/2020-11-26/no_blackgrass,no_blackgrass,train
2838,7442,7442,7442,IMG_0063_,IMG_0063_3_0236SET_registered.tif,IMG_0063_2_0236SET_registered.tif,IMG_0063_1_0236SET_registered.tif,IMG_0063_5_0236SET_registered.tif,IMG_0063_4_0236SET_registered.tif,Field46,2020-12-16,no_blackgrass,early,winter_wheat,type7,../data/Field46/2020-12-16/no_blackgrass,no_blackgrass,train
1994,8085,8085,8085,IMG_0031_,IMG_0031_3_0150SET_registered.tif,IMG_0031_2_0150SET_registered.tif,IMG_0031_1_0150SET_registered.tif,IMG_0031_5_0150SET_registered.tif,IMG_0031_4_0150SET_registered.tif,Field17,2020-11-05,no_blackgrass,early,winter_wheat,type7,../data/Field17/2020-11-05/no_blackgrass,no_blackgrass,train
1666,2776,2776,2776,IMG_0014_,IMG_0014_3_4_0016SET_registered.tif,IMG_0014_2_4_0016SET_registered.tif,IMG_0014_1_4_0016SET_registered.tif,IMG_0014_5_4_0016SET_registered.tif,IMG_0014_4_4_0016SET_registered.tif,Field16,2021-05-14,no_blackgrass,late,winter_wheat,type7,../data/Field16/2021-05-14/no_blackgrass,no_blackgrass,train
2058,11744,11744,11744,IMG_0015_,IMG_0015_3_3_0070SET_registered.tif,IMG_0015_2_3_0070SET_registered.tif,IMG_0015_1_3_0070SET_registered.tif,IMG_0015_5_3_0070SET_registered.tif,IMG_0015_4_3_0070SET_registered.tif,Field50,2021-04-21,no_blackgrass,mid,winter_barley,type1,../data/Field50/2021-04-21/no_blackgrass,no_blackgrass,train
2691,2495,2495,2495,IMG_0063_,IMG_0063_3_2_0150SET_registered.tif,IMG_0063_2_2_0150SET_registered.tif,IMG_0063_1_2_0150SET_registered.tif,IMG_0063_5_2_0150SET_registered.tif,IMG_0063_4_2_0150SET_registered.tif,Field35,2021-03-12,no_blackgrass,mid,winter_barley,type4,../data/Field35/2021-03-12/no_blackgrass,no_blackgrass,train
2870,8376,8376,8376,IMG_0027_,IMG_0027_3_2_0104SET_registered.tif,IMG_0027_2_2_0104SET_registered.tif,IMG_0027_1_2_0104SET_registered.tif,IMG_0027_5_2_0104SET_registered.tif,IMG_0027_4_2_0104SET_registered.tif,Field23,2021-02-17,no_blackgrass,mid,winter_wheat,type7,../data/Field23/2021-02-17/no_blackgrass,no_blackgrass,train
1822,5456,5456,5456,IMG_0019_,IMG_0019_3_0182SET_registered.tif,IMG_0019_2_0182SET_registered.tif,IMG_0019_1_0182SET_registered.tif,IMG_0019_5_0182SET_registered.tif,IMG_0019_4_0182SET_registered.tif,Field29,2020-11-17,no_blackgrass,early,winter_wheat,type2,../data/Field29/2020-11-17/no_blackgrass,no_blackgrass,train
1957,13973,13973,13973,IMG_0013_,IMG_0013_3_3_0150SET_registered.tif,IMG_0013_2_3_0150SET_registered.tif,IMG_0013_1_3_0150SET_registered.tif,IMG_0013_5_3_0150SET_registered.tif,IMG_0013_4_3_0150SET_registered.tif,Field95,2021-04-28,no_blackgrass,springcrop_mid,spring_barley,type8,../data/Field95/2021-04-28/no_blackgrass,no_blackgrass,train
2844,6711,6711,6711,IMG_0060_,IMG_0060_3_2_0108SET_registered.tif,IMG_0060_2_2_0108SET_registered.tif,IMG_0060_1_2_0108SET_registered.tif,IMG_0060_5_2_0108SET_registered.tif,IMG_0060_4_2_0108SET_registered.tif,Field70,2021-02-17,no_blackgrass,mid,winter_wheat,type7,../data/Field70/2021-02-17/no_blackgrass,no_blackgrass,train
2242,578,578,578,IMG_0078_,IMG_0078_3_0187SET_registered.tif,IMG_0078_2_0187SET_registered.tif,IMG_0078_1_0187SET_registered.tif,IMG_0078_5_0187SET_registered.tif,IMG_0078_4_0187SET_registered.tif,Field14,2020-11-18,no_blackgrass,early,winter_wheat,type6,../data/Field14/2020-11-18/no_blackgrass,no_blackgrass,train
1839,1730,1730,1730,IMG_0074_,IMG_0074_3_3_0001SET_registered.tif,IMG_0074_2_3_0001SET_registered.tif,IMG_0074_1_3_0001SET_registered.tif,IMG_0074_5_3_0001SET_registered.tif,IMG_0074_4_3_0001SET_registered.tif,Field40,2021-03-17,no_blackgrass,mid,winter_wheat,type7,../data/Field40/2021-03-17/no_blackgrass,no_blackgrass,train
2508,5116,5116,5116,IMG_0017_,IMG_0017_3_4_0058SET_registered.tif,IMG_0017_2_4_0058SET_registered.tif,IMG_0017_1_4_0058SET_registered.tif,IMG_0017_5_4_0058SET_registered.tif,IMG_0017_4_4_0058SET_registered.tif,Field104,2021-05-25,no_blackgrass,late,winter_wheat,type7,../data/Field104/2021-05-25/no_blackgrass,no_blackgrass,train
1489,3722,3722,3722,IMG_0020_,IMG_0020_3_0210SET_registered.tif,IMG_0020_2_0210SET_registered.tif,IMG_0020_1_0210SET_registered.tif,IMG_0020_5_0210SET_registered.tif,IMG_0020_4_0210SET_registered.tif,Field39,2020-11-26,no_blackgrass,early,winter_wheat,type7,../data/Field39/2020-11-26/no_blackgrass,no_blackgrass,train
1456,14972,14972,14972,IMG_0058_,IMG_0058_3_0213SET_registered.tif,IMG_0058_2_0213SET_registered.tif,IMG_0058_1_0213SET_registered.tif,IMG_0058_5_0213SET_registered.tif,IMG_0058_4_0213SET_registered.tif,Field41,2020-11-26,no_blackgrass,early,winter_wheat,type7,../data/Field41/2020-11-26/no_blackgrass,no_blackgrass,train
1765,4652,4652,4652,IMG_0032_,IMG_0032_3_3_0020SET_registered.tif,IMG_0032_2_3_0020SET_registered.tif,IMG_0032_1_3_0020SET_registered.tif,IMG_0032_5_3_0020SET_registered.tif,IMG_0032_4_3_0020SET_registered.tif,Field83,2021-03-23(HELDOUTDATASET),no_blackgrass,mid,winter_wheat,type7,../data/Field83/2021-03-23(HELDOUTDATASET)/no_blackgrass,no_blackgrass,train
2541,1586,1586,1586,IMG_0113_,IMG_0113_3_0211SET_registered.tif,IMG_0113_2_0211SET_registered.tif,IMG_0113_1_0211SET_registered.tif,IMG_0113_5_0211SET_registered.tif,IMG_0113_4_0211SET_registered.tif,Field40,2020-11-26,no_blackgrass,early,winter_wheat,type7,../data/Field40/2020-11-26/no_blackgrass,no_blackgrass,train
2029,15692,15692,15692,IMG_0064_,IMG_0064_3_2_0029SET_registered.tif,IMG_0064_2_2_0029SET_registered.tif,IMG_0064_1_2_0029SET_registered.tif,IMG_0064_5_2_0029SET_registered.tif,IMG_0064_4_2_0029SET_registered.tif,Field53,2021-01-21,no_blackgrass,early,winter_wheat,type8,../data/Field53/2021-01-21/no_blackgrass,no_blackgrass,train
1661,7550,7550,7550,IMG_0027_,IMG_0027_3_3_0057SET_registered.tif,IMG_0027_2_3_0056SET_registered.tif,IMG_0027_1_3_0057SET_registered.tif,IMG_0027_5_3_0056SET_registered.tif,IMG_0027_4_3_0056SET_registered.tif,Field46,2021-04-16,no_blackgrass,mid,winter_wheat,type7,../data/Field46/2021-04-16/no_blackgrass,no_blackgrass,train
2789,7876,7876,7876,IMG_0009_,IMG_0009_3_2_0101SET_registered.tif,IMG_0009_2_2_0101SET_registered.tif,IMG_0009_1_2_0101SET_registered.tif,IMG_0009_5_2_0101SET_registered.tif,IMG_0009_4_2_0101SET_registered.tif,Field17,2021-02-16,no_blackgrass,mid,winter_wheat,type7,../data/Field17/2021-02-16/no_blackgrass,no_blackgrass,train
2120,8348,8348,8348,IMG_0057_,IMG_0057_3_2_0104SET_registered.tif,IMG_0057_2_2_0104SET_registered.tif,IMG_0057_1_2_0104SET_registered.tif,IMG_0057_5_2_0104SET_registered.tif,IMG_0057_4_2_0104SET_registered.tif,Field23,2021-02-17,no_blackgrass,mid,winter_wheat,type7,../data/Field23/2021-02-17/no_blackgrass,no_blackgrass,train
2201,1572,1572,1572,IMG_0081_,IMG_0081_3_0211SET_registered.tif,IMG_0081_2_0211SET_registered.tif,IMG_0081_1_0211SET_registered.tif,IMG_0081_5_0211SET_registered.tif,IMG_0081_4_0211SET_registered.tif,Field40,2020-11-26,no_blackgrass,early,winter_wheat,type7,../data/Field40/2020-11-26/no_blackgrass,no_blackgrass,train
2148,4670,4670,4670,IMG_0096_,IMG_0096_3_3_0020SET_registered.tif,IMG_0096_2_3_0020SET_registered.tif,IMG_0096_1_3_0020SET_registered.tif,IMG_0096_5_3_0020SET_registered.tif,IMG_0096_4_3_0020SET_registered.tif,Field83,2021-03-23(HELDOUTDATASET),no_blackgrass,mid,winter_wheat,type7,../data/Field83/2021-03-23(HELDOUTDATASET)/no_blackgrass,no_blackgrass,train
2427,3884,3884,3884,IMG_0020_,IMG_0020_3_4_0083SET_registered.tif,IMG_0020_2_4_0083SET_registered.tif,IMG_0020_1_4_0083SET_registered.tif,IMG_0020_5_4_0083SET_registered.tif,IMG_0020_4_4_0083SET_registered.tif,Field39,2021-05-27,no_blackgrass,late,winter_wheat,type7,../data/Field39/2021-05-27/no_blackgrass,no_blackgrass,train
1679,7838,7838,7838,IMG_0100_,IMG_0100_3_2_0101SET_registered.tif,IMG_0100_2_2_0101SET_registered.tif,IMG_0100_1_2_0101SET_registered.tif,IMG_0100_5_2_0101SET_registered.tif,IMG_0100_4_2_0101SET_registered.tif,Field17,2021-02-16,no_blackgrass,mid,winter_wheat,type7,../data/Field17/2021-02-16/no_blackgrass,no_blackgrass,train
2667,6467,6467,6467,IMG_0089_,IMG_0089_3_3_0000SET_registered.tif,IMG_0089_2_3_0000SET_registered.tif,IMG_0089_1_3_0000SET_registered.tif,IMG_0089_5_3_0000SET_registered.tif,IMG_0089_4_3_0000SET_registered.tif,Field38,2021-03-17,no_blackgrass,mid,winter_wheat,type7,../data/Field38/2021-03-17/no_blackgrass,no_blackgrass,train
2738,9411,9411,9411,IMG_0029_,IMG_0029_3_3_0186SET_registered.tif,IMG_0029_2_3_0186SET_registered.tif,IMG_0029_1_3_0186SET_registered.tif,IMG_0029_5_3_0186SET_registered.tif,IMG_0029_4_3_0186SET_registered.tif,Field25,2021-05-12,no_blackgrass,late,winter_wheat,type7,../data/Field25/2021-05-12/no_blackgrass,no_blackgrass,train
1694,5907,5907,5907,IMG_0012_,IMG_0012_3_2_0152SET_registered.tif,IMG_0012_2_2_0151SET_registered.tif,IMG_0012_1_2_0152SET_registered.tif,IMG_0012_5_2_0152SET_registered.tif,IMG_0012_4_2_0151SET_registered.tif,Field37,2021-03-12,no_blackgrass,mid,winter_barley,type4,../data/Field37/2021-03-12/no_blackgrass,no_blackgrass,train
2191,8219,8219,8219,IMG_0049_,IMG_0049_3_4_0071SET_registered.tif,IMG_0049_2_4_0071SET_registered.tif,IMG_0049_1_4_0071SET_registered.tif,IMG_0049_5_4_0071SET_registered.tif,IMG_0049_4_4_0071SET_registered.tif,Field73,2021-05-26,no_blackgrass,late,winter_wheat,type8,../data/Field73/2021-05-26/no_blackgrass,no_blackgrass,train
2233,8551,8551,8551,IMG_0086_,IMG_0086_3_0164SET_registered.tif,IMG_0086_2_0164SET_registered.tif,IMG_0086_1_0164SET_registered.tif,IMG_0086_5_0164SET_registered.tif,IMG_0086_4_0164SET_registered.tif,Field23,2020-11-11,no_blackgrass,early,winter_wheat,type7,../data/Field23/2020-11-11/no_blackgrass,no_blackgrass,train
1884,13188,13188,13188,IMG_0069_,IMG_0069_3_0147SET_registered.tif,IMG_0069_2_0147SET_registered.tif,IMG_0069_1_0147SET_registered.tif,IMG_0069_5_0147SET_registered.tif,IMG_0069_4_0147SET_registered.tif,Field15,2020-11-04,no_blackgrass,early,winter_wheat,type6,../data/Field15/2020-11-04/no_blackgrass,no_blackgrass,train
2842,3149,3149,3149,IMG_0053_,IMG_0053_3_0159SET_registered.tif,IMG_0053_2_0159SET_registered.tif,IMG_0053_1_0159SET_registered.tif,IMG_0053_5_0159SET_registered.tif,IMG_0053_4_0159SET_registered.tif,Field16,2020-11-10,no_blackgrass,early,winter_wheat,type7,../data/Field16/2020-11-10/no_blackgrass,no_blackgrass,train
2719,7428,7428,7428,IMG_0018_,IMG_0018_3_0236SET_registered.tif,IMG_0018_2_0236SET_registered.tif,IMG_0018_1_0236SET_registered.tif,IMG_0018_5_0236SET_registered.tif,IMG_0018_4_0236SET_registered.tif,Field46,2020-12-16,no_blackgrass,early,winter_wheat,type7,../data/Field46/2020-12-16/no_blackgrass,no_blackgrass,train
2612,8410,8410,8410,IMG_0011_,IMG_0011_3_2_0104SET_registered.tif,IMG_0011_2_2_0104SET_registered.tif,IMG_0011_1_2_0104SET_registered.tif,IMG_0011_5_2_0104SET_registered.tif,IMG_0011_4_2_0104SET_registered.tif,Field23,2021-02-17,no_blackgrass,mid,winter_wheat,type7,../data/Field23/2021-02-17/no_blackgrass,no_blackgrass,train
1667,12658,12658,12658,IMG_0016_,IMG_0016_3_4_0087SET_registered.tif,IMG_0016_2_4_0087SET_registered.tif,IMG_0016_1_4_0087SET_registered.tif,IMG_0016_5_4_0087SET_registered.tif,IMG_0016_4_4_0087SET_registered.tif,Field109,2021-06-03,no_blackgrass,late,winter_wheat,type7,../data/Field109/2021-06-03/no_blackgrass,no_blackgrass,train
2592,2603,2603,2603,IMG_0008_,IMG_0008_3_2_0100SET_registered.tif,IMG_0008_2_2_0100SET_registered.tif,IMG_0008_1_2_0100SET_registered.tif,IMG_0008_5_2_0100SET_registered.tif,IMG_0008_4_2_0100SET_registered.tif,Field16,2021-02-16,no_blackgrass,mid,winter_wheat,type7,../data/Field16/2021-02-16/no_blackgrass,no_blackgrass,train
1811,9437,9437,9437,IMG_0086_,IMG_0086_3_3_0186SET_registered.tif,IMG_0086_2_3_0186SET_registered.tif,IMG_0086_1_3_0186SET_registered.tif,IMG_0086_5_3_0186SET_registered.tif,IMG_0086_4_3_0186SET_registered.tif,Field25,2021-05-12,no_blackgrass,late,winter_wheat,type7,../data/Field25/2021-05-12/no_blackgrass,no_blackgrass,train
2914,8088,8088,8088,IMG_0086_,IMG_0086_3_0150SET_registered.tif,IMG_0086_2_0150SET_registered.tif,IMG_0086_1_0150SET_registered.tif,IMG_0086_5_0150SET_registered.tif,IMG_0086_4_0150SET_registered.tif,Field17,2020-11-05,no_blackgrass,early,winter_wheat,type7,../data/Field17/2020-11-05/no_blackgrass,no_blackgrass,train
2041,6114,6114,6114,IMG_0012_,IMG_0012_3_4_0078SET_registered.tif,IMG_0012_2_4_0078SET_registered.tif,IMG_0012_1_4_0078SET_registered.tif,IMG_0012_5_4_0078SET_registered.tif,IMG_0012_4_4_0078SET_registered.tif,Field38,2021-05-27,no_blackgrass,late,winter_wheat,type7,../data/Field38/2021-05-27/no_blackgrass,no_blackgrass,train
1621,1712,1712,1712,IMG_0081_,IMG_0081_3_4_0081SET_registered.tif,IMG_0081_2_4_0081SET_registered.tif,IMG_0081_1_4_0081SET_registered.tif,IMG_0081_5_4_0081SET_registered.tif,IMG_0081_4_4_0081SET_registered.tif,Field40,2021-05-27,no_blackgrass,late,winter_wheat,type7,../data/Field40/2021-05-27/no_blackgrass,no_blackgrass,train
